brique.jpg;0;310;120;2.7078e-25
brique.jpg;0;278;224;2.7078e-25
brique.jpg;0;163;272;2.7078e-25
;0;0;0;1
;0;0;0;1
brique.jpg;0;54;325;2.50039e-23
brique.jpg;0;278;601;2.50039e-23
brique.jpg;0;446;652;2.50039e-23
brique.jpg;0;747;410;2.50039e-23
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;525;679;2.60203e-24
brique.jpg;0;726;554;2.60203e-24
brique.jpg;0;734;334;2.60203e-24
brique.jpg;0;675;246;2.60203e-24
brique.jpg;0;310;120;2.60203e-24
brique.jpg;0;278;224;2.60203e-24
brique.jpg;0;163;272;2.60203e-24
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;596;621;2.40272e-22
;0;0;0;1
;0;0;0;1
brique.jpg;0;323;510;2.40272e-22
brique.jpg;0;529;643;2.40272e-22
brique.jpg;0;763;462;2.40272e-22
brique.jpg;0;570;238;2.40272e-22
brique.jpg;0;716;502;2.40272e-22
brique.jpg;0;595;587;2.40272e-22
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;482;393;2.7078e-25
brique.jpg;0;362;390;2.7078e-25
;0;0;0;1
;0;0;0;1
brique.jpg;0;726;554;2.7078e-25
brique.jpg;0;734;334;2.7078e-25
brique.jpg;0;675;246;2.7078e-25
brique.jpg;0;310;120;2.7078e-25
brique.jpg;0;278;224;2.7078e-25
brique.jpg;0;163;272;2.7078e-25
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;54;325;2.50039e-23
brique.jpg;0;278;601;2.50039e-23
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;482;393;2.7078e-25
brique.jpg;0;362;390;2.7078e-25
brique.jpg;0;294;562;2.7078e-25
brique.jpg;0;525;679;2.7078e-25
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;310;120;2.7078e-25
brique.jpg;0;278;224;2.7078e-25
brique.jpg;0;163;272;2.7078e-25
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;482;393;2.81787e-26
brique.jpg;0;362;390;2.81787e-26
brique.jpg;0;294;562;2.81787e-26
;0;0;0;1
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;310;120;2.81787e-26
brique.jpg;0;278;224;2.81787e-26
brique.jpg;0;163;272;2.81787e-26
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;385;270;2.60203e-24
brique.jpg;0;54;325;2.60203e-24
brique.jpg;0;278;601;2.60203e-24
brique.jpg;0;446;652;2.60203e-24
brique.jpg;0;484;444;2.60203e-24
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;482;393;2.7078e-25
brique.jpg;0;362;390;2.7078e-25
brique.jpg;0;294;562;2.7078e-25
brique.jpg;0;525;679;2.7078e-25
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;310;120;2.7078e-25
brique.jpg;0;278;224;2.7078e-25
brique.jpg;0;163;272;2.7078e-25
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;596;621;2.50039e-23
brique.jpg;0;117;432;2.50039e-23
brique.jpg;0;207;298;2.50039e-23
brique.jpg;0;419;277;2.50039e-23
brique.jpg;0;323;510;2.50039e-23
;0;0;0;1
;0;0;0;1
brique.jpg;0;570;238;2.50039e-23
brique.jpg;0;716;502;2.50039e-23
brique.jpg;0;595;587;2.50039e-23
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;409;305;2.40272e-23
brique.jpg;0;417;290;2.40272e-23
;0;0;0;1
;0;0;0;1
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;482;393;2.50039e-23
brique.jpg;0;362;390;2.50039e-23
brique.jpg;0;294;562;2.50039e-23
brique.jpg;0;525;679;2.50039e-23
brique.jpg;0;726;554;2.50039e-23
brique.jpg;0;734;334;2.50039e-23
brique.jpg;0;675;246;2.50039e-23
brique.jpg;0;310;120;2.50039e-23
brique.jpg;0;278;224;2.50039e-23
brique.jpg;0;163;272;2.50039e-23
;0;0;0;1
;0;0;0;1
brique.jpg;0;385;270;2.30886e-21
brique.jpg;0;54;325;2.30886e-21
brique.jpg;0;278;601;2.30886e-21
brique.jpg;0;446;652;2.30886e-21
brique.jpg;0;484;444;2.30886e-21
brique.jpg;0;451;315;2.30886e-21
brique.jpg;0;747;410;2.30886e-21
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;482;393;2.50039e-23
brique.jpg;0;362;390;2.50039e-23
brique.jpg;0;294;562;2.50039e-23
brique.jpg;0;525;679;2.50039e-23
brique.jpg;0;726;554;2.50039e-23
brique.jpg;0;734;334;2.50039e-23
brique.jpg;0;675;246;2.50039e-23
brique.jpg;0;310;120;2.50039e-23
brique.jpg;0;278;224;2.50039e-23
brique.jpg;0;163;272;2.50039e-23
;0;0;0;1
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;482;393;2.60203e-24
brique.jpg;0;362;390;2.60203e-24
brique.jpg;0;294;562;2.60203e-24
brique.jpg;0;525;679;2.60203e-24
brique.jpg;0;726;554;2.60203e-24
brique.jpg;0;734;334;2.60203e-24
brique.jpg;0;675;246;2.60203e-24
brique.jpg;0;310;120;2.60203e-24
brique.jpg;0;278;224;2.60203e-24
brique.jpg;0;163;272;2.60203e-24
;0;0;0;1
;0;0;0;1
brique.jpg;0;54;325;2.40272e-22
brique.jpg;0;278;601;2.40272e-22
brique.jpg;0;446;652;2.40272e-22
brique.jpg;0;747;410;2.40272e-22
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;525;679;2.50039e-23
brique.jpg;0;726;554;2.50039e-23
brique.jpg;0;734;334;2.50039e-23
brique.jpg;0;675;246;2.50039e-23
brique.jpg;0;310;120;2.50039e-23
brique.jpg;0;278;224;2.50039e-23
brique.jpg;0;163;272;2.50039e-23
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;596;621;2.30886e-21
;0;0;0;1
;0;0;0;1
brique.jpg;0;323;510;2.30886e-21
brique.jpg;0;529;643;2.30886e-21
brique.jpg;0;763;462;2.30886e-21
brique.jpg;0;570;238;2.30886e-21
brique.jpg;0;716;502;2.30886e-21
brique.jpg;0;595;587;2.30886e-21
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;482;393;2.60203e-24
brique.jpg;0;362;390;2.60203e-24
;0;0;0;1
;0;0;0;1
brique.jpg;0;726;554;2.60203e-24
brique.jpg;0;734;334;2.60203e-24
brique.jpg;0;675;246;2.60203e-24
brique.jpg;0;310;120;2.60203e-24
brique.jpg;0;278;224;2.60203e-24
brique.jpg;0;163;272;2.60203e-24
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;54;325;2.40272e-22
brique.jpg;0;278;601;2.40272e-22
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;482;393;2.60203e-24
brique.jpg;0;362;390;2.60203e-24
brique.jpg;0;294;562;2.60203e-24
brique.jpg;0;525;679;2.60203e-24
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;310;120;2.60203e-24
brique.jpg;0;278;224;2.60203e-24
brique.jpg;0;163;272;2.60203e-24
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;482;393;2.7078e-25
brique.jpg;0;362;390;2.7078e-25
brique.jpg;0;294;562;2.7078e-25
;0;0;0;1
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;310;120;2.7078e-25
brique.jpg;0;278;224;2.7078e-25
brique.jpg;0;163;272;2.7078e-25
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;385;270;2.50039e-23
brique.jpg;0;54;325;2.50039e-23
brique.jpg;0;278;601;2.50039e-23
brique.jpg;0;446;652;2.50039e-23
brique.jpg;0;484;444;2.50039e-23
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;482;393;2.60203e-24
brique.jpg;0;362;390;2.60203e-24
brique.jpg;0;294;562;2.60203e-24
brique.jpg;0;525;679;2.60203e-24
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;310;120;2.60203e-24
brique.jpg;0;278;224;2.60203e-24
brique.jpg;0;163;272;2.60203e-24
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;596;621;2.40272e-22
brique.jpg;0;117;432;2.40272e-22
brique.jpg;0;207;298;2.40272e-22
brique.jpg;0;419;277;2.40272e-22
brique.jpg;0;323;510;2.40272e-22
;0;0;0;1
;0;0;0;1
brique.jpg;0;570;238;2.40272e-22
brique.jpg;0;716;502;2.40272e-22
brique.jpg;0;595;587;2.40272e-22
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;409;305;2.30886e-22
brique.jpg;0;417;290;2.30886e-22
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;525;679;2.60203e-24
brique.jpg;0;726;554;2.60203e-24
;0;0;0;1
;0;0;0;1
brique.jpg;0;310;120;2.60203e-24
brique.jpg;0;278;224;2.60203e-24
brique.jpg;0;163;272;2.60203e-24
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;385;270;2.40272e-22
brique.jpg;0;54;325;2.40272e-22
brique.jpg;0;278;601;2.40272e-22
brique.jpg;0;446;652;2.40272e-22
brique.jpg;0;484;444;2.40272e-22
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;482;393;2.60203e-24
brique.jpg;0;362;390;2.60203e-24
brique.jpg;0;294;562;2.60203e-24
brique.jpg;0;525;679;2.60203e-24
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;310;120;2.60203e-24
brique.jpg;0;278;224;2.60203e-24
brique.jpg;0;163;272;2.60203e-24
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;482;393;2.7078e-25
brique.jpg;0;362;390;2.7078e-25
brique.jpg;0;294;562;2.7078e-25
;0;0;0;1
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;310;120;2.7078e-25
brique.jpg;0;278;224;2.7078e-25
brique.jpg;0;163;272;2.7078e-25
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;385;270;2.50039e-23
brique.jpg;0;54;325;2.50039e-23
brique.jpg;0;278;601;2.50039e-23
brique.jpg;0;446;652;2.50039e-23
brique.jpg;0;484;444;2.50039e-23
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;482;393;2.60203e-24
brique.jpg;0;362;390;2.60203e-24
brique.jpg;0;294;562;2.60203e-24
brique.jpg;0;525;679;2.60203e-24
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;310;120;2.60203e-24
brique.jpg;0;278;224;2.60203e-24
brique.jpg;0;163;272;2.60203e-24
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;596;621;2.40272e-22
brique.jpg;0;117;432;2.40272e-22
brique.jpg;0;207;298;2.40272e-22
brique.jpg;0;419;277;2.40272e-22
brique.jpg;0;323;510;2.40272e-22
;0;0;0;1
;0;0;0;1
brique.jpg;0;570;238;2.40272e-22
brique.jpg;0;716;502;2.40272e-22
brique.jpg;0;595;587;2.40272e-22
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;482;393;2.60203e-24
brique.jpg;0;362;390;2.60203e-24
brique.jpg;0;294;562;2.60203e-24
brique.jpg;0;525;679;2.60203e-24
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;310;120;2.60203e-24
brique.jpg;0;278;224;2.60203e-24
brique.jpg;0;163;272;2.60203e-24
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;482;393;2.7078e-25
brique.jpg;0;362;390;2.7078e-25
brique.jpg;0;294;562;2.7078e-25
;0;0;0;1
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;310;120;2.7078e-25
brique.jpg;0;278;224;2.7078e-25
brique.jpg;0;163;272;2.7078e-25
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;54;325;2.50039e-23
brique.jpg;0;278;601;2.50039e-23
brique.jpg;0;446;652;2.50039e-23
brique.jpg;0;747;410;2.50039e-23
brique.jpg;0;0;0;2.30886e-21
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;525;679;2.60203e-24
brique.jpg;0;726;554;2.60203e-24
brique.jpg;0;734;334;2.60203e-24
brique.jpg;0;675;246;2.60203e-24
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;596;621;2.40272e-22
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;323;510;2.40272e-22
brique.jpg;0;529;643;2.40272e-22
brique.jpg;0;763;462;2.40272e-22
brique.jpg;0;570;238;2.40272e-22
brique.jpg;0;716;502;2.40272e-22
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;482;393;2.7078e-25
brique.jpg;0;362;390;2.7078e-25
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;726;554;2.7078e-25
brique.jpg;0;734;334;2.7078e-25
brique.jpg;0;675;246;2.7078e-25
brique.jpg;0;310;120;2.7078e-25
brique.jpg;0;278;224;2.7078e-25
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;54;325;2.50039e-23
brique.jpg;0;278;601;2.50039e-23
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;482;393;2.7078e-25
brique.jpg;0;362;390;2.7078e-25
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;310;120;2.7078e-25
brique.jpg;0;278;224;2.7078e-25
brique.jpg;0;163;272;2.7078e-25
brique.jpg;0;0;0;2.30886e-21
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;482;393;2.81787e-26
brique.jpg;0;362;390;2.81787e-26
brique.jpg;0;294;562;2.81787e-26
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;310;120;2.81787e-26
brique.jpg;0;278;224;2.81787e-26
brique.jpg;0;163;272;2.81787e-26
;0;0;0;1
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;278;601;2.60203e-24
brique.jpg;0;446;652;2.60203e-24
brique.jpg;0;484;444;2.60203e-24
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;482;393;2.7078e-25
brique.jpg;0;362;390;2.7078e-25
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;310;120;2.7078e-25
brique.jpg;0;278;224;2.7078e-25
brique.jpg;0;163;272;2.7078e-25
brique.jpg;0;0;0;2.30886e-21
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;207;298;2.50039e-23
brique.jpg;0;419;277;2.50039e-23
brique.jpg;0;323;510;2.50039e-23
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;570;238;2.50039e-23
brique.jpg;0;716;502;2.50039e-23
brique.jpg;0;595;587;2.50039e-23
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
;0;0;0;1
;0;0;0;1
brique.jpg;0;417;290;2.40272e-23
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;482;393;2.60203e-24
brique.jpg;0;362;390;2.60203e-24
brique.jpg;0;294;562;2.60203e-24
brique.jpg;0;525;679;2.60203e-24
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;310;120;2.60203e-24
brique.jpg;0;278;224;2.60203e-24
brique.jpg;0;163;272;2.60203e-24
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;482;393;2.7078e-25
brique.jpg;0;362;390;2.7078e-25
brique.jpg;0;294;562;2.7078e-25
;0;0;0;1
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;310;120;2.7078e-25
brique.jpg;0;278;224;2.7078e-25
brique.jpg;0;163;272;2.7078e-25
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;54;325;2.50039e-23
brique.jpg;0;278;601;2.50039e-23
brique.jpg;0;446;652;2.50039e-23
brique.jpg;0;747;410;2.50039e-23
brique.jpg;0;0;0;2.30886e-21
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;525;679;2.60203e-24
brique.jpg;0;726;554;2.60203e-24
brique.jpg;0;734;334;2.60203e-24
brique.jpg;0;675;246;2.60203e-24
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;596;621;2.40272e-22
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;323;510;2.40272e-22
brique.jpg;0;529;643;2.40272e-22
brique.jpg;0;763;462;2.40272e-22
brique.jpg;0;570;238;2.40272e-22
brique.jpg;0;716;502;2.40272e-22
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;482;393;2.7078e-25
brique.jpg;0;362;390;2.7078e-25
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;726;554;2.7078e-25
brique.jpg;0;734;334;2.7078e-25
brique.jpg;0;675;246;2.7078e-25
brique.jpg;0;310;120;2.7078e-25
brique.jpg;0;278;224;2.7078e-25
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;54;325;2.50039e-23
brique.jpg;0;278;601;2.50039e-23
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;482;393;2.7078e-25
brique.jpg;0;362;390;2.7078e-25
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;310;120;2.7078e-25
brique.jpg;0;278;224;2.7078e-25
brique.jpg;0;163;272;2.7078e-25
brique.jpg;0;0;0;2.30886e-21
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;482;393;2.81787e-26
brique.jpg;0;362;390;2.81787e-26
brique.jpg;0;294;562;2.81787e-26
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;310;120;2.81787e-26
brique.jpg;0;278;224;2.81787e-26
brique.jpg;0;163;272;2.81787e-26
;0;0;0;1
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;278;601;2.60203e-24
brique.jpg;0;446;652;2.60203e-24
brique.jpg;0;484;444;2.60203e-24
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;482;393;2.7078e-25
brique.jpg;0;362;390;2.7078e-25
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;310;120;2.7078e-25
brique.jpg;0;278;224;2.7078e-25
brique.jpg;0;163;272;2.7078e-25
brique.jpg;0;0;0;2.30886e-21
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;207;298;2.50039e-23
brique.jpg;0;419;277;2.50039e-23
brique.jpg;0;323;510;2.50039e-23
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;570;238;2.50039e-23
brique.jpg;0;716;502;2.50039e-23
brique.jpg;0;595;587;2.50039e-23
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
;0;0;0;1
;0;0;0;1
brique.jpg;0;417;290;2.40272e-23
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;525;679;2.7078e-25
brique.jpg;0;726;554;2.7078e-25
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
;0;0;0;1
;0;0;0;1
brique.jpg;0;278;601;2.50039e-23
brique.jpg;0;446;652;2.50039e-23
brique.jpg;0;484;444;2.50039e-23
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;482;393;2.7078e-25
brique.jpg;0;362;390;2.7078e-25
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;310;120;2.7078e-25
brique.jpg;0;278;224;2.7078e-25
brique.jpg;0;163;272;2.7078e-25
brique.jpg;0;0;0;2.30886e-21
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;482;393;2.81787e-26
brique.jpg;0;362;390;2.81787e-26
brique.jpg;0;294;562;2.81787e-26
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;310;120;2.81787e-26
brique.jpg;0;278;224;2.81787e-26
brique.jpg;0;163;272;2.81787e-26
;0;0;0;1
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;278;601;2.60203e-24
brique.jpg;0;446;652;2.60203e-24
brique.jpg;0;484;444;2.60203e-24
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;482;393;2.7078e-25
brique.jpg;0;362;390;2.7078e-25
;0;0;0;1
;0;0;0;1
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;310;120;2.7078e-25
brique.jpg;0;278;224;2.7078e-25
brique.jpg;0;163;272;2.7078e-25
brique.jpg;0;0;0;2.30886e-21
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;207;298;2.50039e-23
brique.jpg;0;419;277;2.50039e-23
brique.jpg;0;323;510;2.50039e-23
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;570;238;2.50039e-23
brique.jpg;0;716;502;2.50039e-23
brique.jpg;0;595;587;2.50039e-23
brique.jpg;0;0;0;2.30886e-21
brique.jpg;0;0;0;2.21867e-20
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;482;393;2.50039e-23
brique.jpg;0;362;390;2.50039e-23
brique.jpg;0;294;562;2.50039e-23
brique.jpg;0;525;679;2.50039e-23
brique.jpg;0;726;554;2.50039e-23
brique.jpg;0;734;334;2.50039e-23
brique.jpg;0;675;246;2.50039e-23
brique.jpg;0;310;120;2.50039e-23
brique.jpg;0;278;224;2.50039e-23
brique.jpg;0;163;272;2.50039e-23
;0;0;0;1
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;482;393;2.60203e-24
brique.jpg;0;362;390;2.60203e-24
brique.jpg;0;294;562;2.60203e-24
brique.jpg;0;525;679;2.60203e-24
brique.jpg;0;726;554;2.60203e-24
brique.jpg;0;734;334;2.60203e-24
brique.jpg;0;675;246;2.60203e-24
brique.jpg;0;310;120;2.60203e-24
brique.jpg;0;278;224;2.60203e-24
brique.jpg;0;163;272;2.60203e-24
;0;0;0;1
;0;0;0;1
brique.jpg;0;54;325;2.40272e-22
brique.jpg;0;278;601;2.40272e-22
brique.jpg;0;446;652;2.40272e-22
brique.jpg;0;747;410;2.40272e-22
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
brique.jpg;0;0;0;2.21867e-20
;0;0;0;1
;0;0;0;1
;0;0;0;1
